page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population,_merge
Paul Yao N'Dré,Ivorian,799484902.0,,,,,,,left_only
Daniel Kablan Duncan,Ivorian,799873303.0,,,,,,,left_only
Augustin Thiam,Ivorian,800116906.0,,,,,,,left_only
Simone Gbagbo,Ivorian,800169882.0,,,,,,,left_only
Henriette Diabaté,Ivorian,800750399.0,,,,,,,left_only
Félix Houphouët-Boigny,Ivorian,801282263.0,,,,,,,left_only
List of heads of government of Ivory Coast,Ivorian,802048749.0,,,,,,,left_only
Michel Amani N'Guessan,Ivorian,802374350.0,,,,,,,left_only
Jeanne Gervais,Ivorian,802893546.0,,,,,,,left_only
Gladys Anoma,Ivorian,802893568.0,,,,,,,left_only
Bernard Binlin Dadié,Ivorian,802904214.0,,,,,,,left_only
Robert Guéï,Ivorian,803820918.0,,,,,,,left_only
List of heads of state of Ivory Coast,Ivorian,803821448.0,,,,,,,left_only
Francis Wodié,Ivorian,803941004.0,,,,,,,left_only
List of vice-presidents of Ivory Coast,Ivorian,804108433.0,,,,,,,left_only
Amadou Gon Coulibaly,Ivorian,805044583.0,,,,,,,left_only
Alassane Ouattara,Ivorian,806218350.0,,,,,,,left_only
Hortense Aka-Anghui,Ivorian,806287770.0,,,,,,,left_only
Dagobert Banzio,Ivorian,806421729.0,,,,,,,left_only
Guillaume Soro,Ivorian,806973935.0,,,,,,,left_only
Laurent Gbagbo,Ivorian,807159456.0,,,,,,,left_only
Patrick Achi,Ivorian,807296683.0,,,,,,,left_only
Simon Jenko,Carniolan,703436823.0,,,,,,,left_only
Ivan Hribar,Carniolan,713766077.0,,,,,,,left_only
Gregor Žerjav,Carniolan,716507073.0,,,,,,,left_only
Karel Dežman,Carniolan,716574519.0,,,,,,,left_only
Josip Vilfan,Carniolan,717350390.0,,,,,,,left_only
Luka Svetec,Carniolan,717669055.0,,,,,,,left_only
Janez Evangelist Krek,Carniolan,726434981.0,,,,,,,left_only
Etbin Henrik Costa,Carniolan,729435354.0,,,,,,,left_only
Mihael Preiss,Carniolan,738955897.0,,,,,,,left_only
Karel Lavrič,Carniolan,741794691.0,,,,,,,left_only
Lovro Toman,Carniolan,744636212.0,,,,,,,left_only
Bogumil Vošnjak,Carniolan,747945423.0,,,,,,,left_only
Fran Levstik,Carniolan,755713654.0,,,,,,,left_only
Ivan Tavčar,Carniolan,769425247.0,,,,,,,left_only
Josip Jurčič,Carniolan,777587526.0,,,,,,,left_only
Josip Vošnjak,Carniolan,777588436.0,,,,,,,left_only
Janez Bleiweis,Carniolan,780281974.0,,,,,,,left_only
Andrej Einspieler,Carniolan,789072979.0,,,,,,,left_only
Ivan Lorković,Carniolan,789263095.0,,,,,,,left_only
Janko Kersnik,Carniolan,789273199.0,,,,,,,left_only
Ivan Šusteršič,Carniolan,789681987.0,,,,,,,left_only
Philipp von Cobenzl,Carniolan,790213148.0,,,,,,,left_only
Petrus Compton,Saint Lucian,703819839.0,,,,,,,left_only
Harold Dalson,Saint Lucian,709912281.0,,,,,,,left_only
Keith Mondesir,Saint Lucian,709912316.0,,,,,,,left_only
Rufus Bousquet,Saint Lucian,709914459.0,,,,,,,left_only
Len Ishmael,Saint Lucian,716376965.0,,,,,,,left_only
Dominic Fedee,Saint Lucian,725910626.0,,,,,,,left_only
Philip Pierre,Saint Lucian,726374537.0,,,,,,,left_only
Hunter J. Francois,Saint Lucian,730756593.0,,,,,,,left_only
Vincent Floissac,Saint Lucian,736890123.0,,,,,,,left_only
George Odlum,Saint Lucian,736890129.0,,,,,,,left_only
Ezechiel Joseph,Saint Lucian,757044849.0,,,,,,,left_only
Menissa Rambally,Saint Lucian,757615710.0,,,,,,,left_only
Damian Greaves,Saint Lucian,760443772.0,,,,,,,left_only
Richard Frederick,Saint Lucian,770812205.0,,,,,,,left_only
Oliver Plunkett (judge),Saint Lucian,770813700.0,,,,,,,left_only
Gale Rigobert,Saint Lucian,770814043.0,,,,,,,left_only
Heraldine Rock,Saint Lucian,773251387.0,,,,,,,left_only
Peter Josie,Saint Lucian,775241473.0,,,,,,,left_only
Jeannine Compton-Antoine,Saint Lucian,776374386.0,,,,,,,left_only
Lenard Montoute,Saint Lucian,780250934.0,,,,,,,left_only
Louis George (politician),Saint Lucian,782356881.0,,,,,,,left_only
Mario Michel,Saint Lucian,783539672.0,,,,,,,left_only
Marie Grace Augustin,Saint Lucian,785101569.0,,,,,,,left_only
Alvina Reynolds,Saint Lucian,788727127.0,,,,,,,left_only
Arsene James,Saint Lucian,789789654.0,,,,,,,left_only
Sarah Flood-Beaubrun,Saint Lucian,790422420.0,,,,,,,left_only
List of Prime Ministers of Saint Lucia,Saint Lucian,797760898.0,,,,,,,left_only
Allan Louisy,Saint Lucian,797914672.0,,,,,,,left_only
Allen Montgomery Lewis,Saint Lucian,797914793.0,,,,,,,left_only
Boswell Williams,Saint Lucian,797970479.0,,,,,,,left_only
George Charles,Saint Lucian,798164824.0,,,,,,,left_only
George Mallet,Saint Lucian,798165675.0,,,,,,,left_only
Julian Hunte,Saint Lucian,798468800.0,,,,,,,left_only
Morella Joseph,Saint Lucian,799034545.0,,,,,,,left_only
Pearlette Louisy,Saint Lucian,799842307.0,,,,,,,left_only
Stanislaus A. James,Saint Lucian,800680583.0,,,,,,,left_only
Stephenson King,Saint Lucian,800696547.0,,,,,,,left_only
Edmund Estephane,Saint Lucian,801070713.0,,,,,,,left_only
Vaughan Lewis,Saint Lucian,801096569.0,,,,,,,left_only
Winston Cenac,Saint Lucian,801276622.0,,,,,,,left_only
Emma Hippolyte,Saint Lucian,801563305.0,,,,,,,left_only
John Compton,Saint Lucian,803737879.0,,,,,,,left_only
Kenny Anthony,Saint Lucian,803917686.0,,,,,,,left_only
Michael Pilgrim,Saint Lucian,805577053.0,,,,,,,left_only
Allen Chastanet,Saint Lucian,805945778.0,,,,,,,left_only
Governor-General of Saint Lucia,Saint Lucian,806408228.0,,,,,,,left_only
Guy Joseph,Saint Lucian,807198874.0,,,,,,,left_only
Thomas François Burgers,South African Republic,704636517.0,,,,,,,left_only
Willem Cornelis Janse van Rensburg,South African Republic,716703178.0,,,,,,,left_only
Harry Struben,South African Republic,736854878.0,,,,,,,left_only
"Kruger House, Pretoria",South African Republic,772410051.0,,,,,,,left_only
Boekenhoutfontein,South African Republic,776299184.0,,,,,,,left_only
State President of the South African Republic,South African Republic,783371989.0,,,,,,,left_only
Transvaal Civil War,South African Republic,787611475.0,,,,,,,left_only
"Heroes' Acre, Pretoria",South African Republic,793010122.0,,,,,,,left_only
"Clarens, Switzerland",South African Republic,794593079.0,,,,,,,left_only
"Statue of Paul Kruger, Church Square",South African Republic,800488968.0,,,,,,,left_only
Krugersdorp,South African Republic,801877418.0,,,,,,,left_only
Ben Viljoen,South African Republic,804250196.0,,,,,,,left_only
Krugerrand,South African Republic,804713000.0,,,,,,,left_only
Kruger National Park,South African Republic,805927999.0,,,,,,,left_only
Piet Joubert,South African Republic,807269619.0,,,,,,,left_only
Céleo Arias,Hondura,704789339.0,,,,,,,left_only
Juan Francisco de Molina,Hondura,705346284.0,,,,,,,left_only
Felipe Neri Medina,Hondura,705346304.0,,,,,,,left_only
Mariano Garrigó,Hondura,705346378.0,,,,,,,left_only
José María Bustillo (Honduran),Hondura,705346396.0,,,,,,,left_only
Francisco Gómez (acting president),Hondura,705346462.0,,,,,,,left_only
Salvador Aguirre (Honduras),Hondura,705346724.0,,,,,,,left_only
Francisco Bográn,Hondura,705346741.0,,,,,,,left_only
Juan Ramón Salgado,Hondura,707824636.0,,,,,,,left_only
Juan José Alvarado,Hondura,710598059.0,,,,,,,left_only
Juan Ángel Almendares Bonilla,Hondura,711170881.0,,,,,,,left_only
Oscar Kilgore,Hondura,715365023.0,,,,,,,left_only
Roberto Flores Bermúdez,Hondura,716882219.0,,,,,,,left_only
María Josefa Lastiri,Hondura,717808509.0,,,,,,,left_only
Eduardo Bueso,Hondura,718132526.0,,,,,,,left_only
Elvin Santos,Hondura,719637124.0,,,,,,,left_only
Marlon Pascua,Hondura,722006681.0,,,,,,,left_only
Domingo Vásquez,Hondura,722195895.0,,,,,,,left_only
Enrique Flores Lanza,Hondura,722442093.0,,,,,,,left_only
Renan Inestroza,Hondura,723153856.0,,,,,,,left_only
Mauricio Oliva,Hondura,723304712.0,,,,,,,left_only
Armando Calidonio,Hondura,725105423.0,,,,,,,left_only
Carlos Urbizo,Hondura,725343188.0,,,,,,,left_only
Mauricio Villeda,Hondura,725459626.0,,,,,,,left_only
Miguel Andonie Fernández,Hondura,725591760.0,,,,,,,left_only
Yolani Batres,Hondura,726246603.0,,,,,,,left_only
Manuel Antonio Alberto Zelaya,Hondura,726766670.0,,,,,,,left_only
Abraham Alvarenga Urbina,Hondura,742298045.0,,,,,,,left_only
Agapito Robleda Castro,Hondura,745838578.0,,,,,,,left_only
César Castellanos (politician),Hondura,746117875.0,,,,,,,left_only
Adolfo Lionel Sevilla,Hondura,748832681.0,,,,,,,left_only
Vicente Tosta,Hondura,749185736.0,,,,,,,left_only
Aníbal Delgado Fiallos,Hondura,749663646.0,,,,,,,left_only
Toribio Aguilera,Hondura,749695259.0,,,,,,,left_only
Nora Gúnera de Melgar,Hondura,757092750.0,,,,,,,left_only
Elizabeth Azcona Bocock,Hondura,757561950.0,,,,,,,left_only
Sandra Midence,Hondura,757617005.0,,,,,,,left_only
Juan Alberto Melgar Castro,Hondura,764646645.0,,,,,,,left_only
Vilma Cecilia Morales,Hondura,773563309.0,,,,,,,left_only
Carlos Zúñiga Figueroa,Hondura,777334919.0,,,,,,,left_only
José Adolfo Alvarado Lara,Hondura,777592070.0,,,,,,,left_only
Juan Carlos Zuniga,Hondura,777669643.0,,,,,,,left_only
Julio Lozano Díaz,Hondura,777796210.0,,,,,,,left_only
Juan Carlos Valenzuela (politician),Hondura,779557210.0,,,,,,,left_only
Mario Alexander Barahona Martínez,Hondura,783532382.0,,,,,,,left_only
Mario Canahuati,Hondura,783534612.0,,,,,,,left_only
Matías Funes,Hondura,784048015.0,,,,,,,left_only
María Antonieta de Bográn,Hondura,786165176.0,,,,,,,left_only
Orle Solís,Hondura,789599196.0,,,,,,,left_only
Sergio Arturo Castellanos,Hondura,789599235.0,,,,,,,left_only
Hipólita Rodríguez,Hondura,789599241.0,,,,,,,left_only
German Leitzelar,Hondura,789599248.0,,,,,,,left_only
Marco Antonio Andino,Hondura,789599260.0,,,,,,,left_only
Lisandro Mauricio Arias,Hondura,789599265.0,,,,,,,left_only
José Azcona Bocock,Hondura,789599272.0,,,,,,,left_only
Yadira Bendaña,Hondura,789599288.0,,,,,,,left_only
José Rosario Bonano,Hondura,789599294.0,,,,,,,left_only
Romualdo Bueso Melghem,Hondura,789599300.0,,,,,,,left_only
Teófilo Enamorado,Hondura,789599316.0,,,,,,,left_only
Gabo Alfredo Jalil,Hondura,789599319.0,,,,,,,left_only
Eleazar Alexander Juárez,Hondura,789599323.0,,,,,,,left_only
Carlos Alfredo Lara Watson,Hondura,789599331.0,,,,,,,left_only
Wenceslao Lara Orellana,Hondura,789599336.0,,,,,,,left_only
Maria Aracely Leiva,Hondura,789599343.0,,,,,,,left_only
Fredy Renán Nájera,Hondura,789599348.0,,,,,,,left_only
Waldina Paz,Hondura,789599355.0,,,,,,,left_only
Jesús Dagoberto Perdomo,Hondura,789599360.0,,,,,,,left_only
Modesto Rodas Alvarado,Hondura,789599369.0,,,,,,,left_only
Erick Mauricio Rodríguez,Hondura,789599374.0,,,,,,,left_only
Víctor Rolando Sabillón,Hondura,789599381.0,,,,,,,left_only
Dennis Antonio Sánchez,Hondura,789599388.0,,,,,,,left_only
Elman Joel Sandoval,Hondura,789599393.0,,,,,,,left_only
Mario Edgardo Segura,Hondura,789599398.0,,,,,,,left_only
Perla Simons,Hondura,789599401.0,,,,,,,left_only
Felipe Zúniga del Cid,Hondura,789599406.0,,,,,,,left_only
Juan Francisco Argeñal,Hondura,789599415.0,,,,,,,left_only
Nasry Asfura,Hondura,789599418.0,,,,,,,left_only
Yaudet Burbara,Hondura,789599427.0,,,,,,,left_only
Oscar Orlando Burgos,Hondura,789599429.0,,,,,,,left_only
Wilfredo Bustillo Castellanos,Hondura,789599434.0,,,,,,,left_only
Victoria Carrasco,Hondura,789599444.0,,,,,,,left_only
Gladys Bernarda Casco,Hondura,789599449.0,,,,,,,left_only
Rigoberto Chang Castillo,Hondura,789599455.0,,,,,,,left_only
María Teresa Chávez,Hondura,789599463.0,,,,,,,left_only
Alberto Chedrani,Hondura,789599476.0,,,,,,,left_only
Celín Discua,Hondura,789599485.0,,,,,,,left_only
Martha Concepción Figueroa,Hondura,789599488.0,,,,,,,left_only
Brenda Mercedes Flores,Hondura,789599496.0,,,,,,,left_only
Julio César Gámez Interiano,Hondura,789599506.0,,,,,,,left_only
Roberto Gámez Panchamé,Hondura,789599509.0,,,,,,,left_only
Miguel Ángel Gámez,Hondura,789599513.0,,,,,,,left_only
Lorena Enriqueta Herrera,Hondura,789599522.0,,,,,,,left_only
Rodolfo Irias Navas,Hondura,789599528.0,,,,,,,left_only
Abraham Kafati Díaz,Hondura,789599532.0,,,,,,,left_only
Juan Fernando Lobo,Hondura,789599542.0,,,,,,,left_only
Miguel Edgardo Martínez,Hondura,789599547.0,,,,,,,left_only
Eliseo Noel Mejía,Hondura,789599561.0,,,,,,,left_only
Oscar Ramón Nájera,Hondura,789599562.0,,,,,,,left_only
Claudio Roberto Perdomo,Hondura,789599568.0,,,,,,,left_only
Mario Alonso Pérez López,Hondura,789599570.0,,,,,,,left_only
Milton Jesús Puerto,Hondura,789599575.0,,,,,,,left_only
Oswaldo Ramos Soto,Hondura,789599581.0,,,,,,,left_only
Donaldo Ernesto Reyes,Hondura,789599586.0,,,,,,,left_only
Antonio Rivera Callejas,Hondura,789599589.0,,,,,,,left_only
José Juan Rivera Ramos,Hondura,789599594.0,,,,,,,left_only
Salvador Valeriano Pineda,Hondura,789599607.0,,,,,,,left_only
Welsy Vásquez,Hondura,789599609.0,,,,,,,left_only
José Rodolfo Zelaya,Hondura,789599615.0,,,,,,,left_only
Yessenia Coely Zelaya,Hondura,789599618.0,,,,,,,left_only
Adela Elizabeth Zúñiga,Hondura,789599620.0,,,,,,,left_only
Ramón Villeda Bermúdez,Hondura,789600726.0,,,,,,,left_only
Jorge Aguilar Paredes,Hondura,789600760.0,,,,,,,left_only
Andrés Pavón,Hondura,789600953.0,,,,,,,left_only
Marvin Ponce,Hondura,789600975.0,,,,,,,left_only
Jorge Elvir,Hondura,789601015.0,,,,,,,left_only
Rodolfo Padilla Sunseri,Hondura,789601536.0,,,,,,,left_only
Mireya Agüero,Hondura,790412309.0,,,,,,,left_only
María Dolores Agüero,Hondura,790412332.0,,,,,,,left_only
Rosa Elena Bonilla,Hondura,791906998.0,,,,,,,left_only
Xiomara Castro,Hondura,791907048.0,,,,,,,left_only
Eduardo Gauggel Medina,Hondura,792070727.0,,,,,,,left_only
Carlos Escaleras,Hondura,793178396.0,,,,,,,left_only
Carlos Gabriel Kattán,Hondura,793179072.0,,,,,,,left_only
Carlos Ramón Aguilar Guifarro,Hondura,793183704.0,,,,,,,left_only
José Alfredo Saavedra,Hondura,794482135.0,,,,,,,left_only
César Ham,Hondura,795765167.0,,,,,,,left_only
Mario Fernando Hernández,Hondura,796180350.0,,,,,,,left_only
Eduardo Gauggel Rivas,Hondura,796291215.0,,,,,,,left_only
Bernard Martínez Valerio,Hondura,796597000.0,,,,,,,left_only
Felicito Ávila,Hondura,796635107.0,,,,,,,left_only
Patricia Rodas,Hondura,796709335.0,,,,,,,left_only
Carlos Humberto Reyes,Hondura,797385790.0,,,,,,,left_only
Carlos López Contreras,Hondura,797499354.0,,,,,,,left_only
Sadia Argueta,Hondura,797677168.0,,,,,,,left_only
Margarita Dabdoub Sikaffi,Hondura,797684912.0,,,,,,,left_only
José Tomás Ponce,Hondura,798394355.0,,,,,,,left_only
Mary Elizabeth Flores,Hondura,798401950.0,,,,,,,left_only
José Cecilio del Valle,Hondura,798460200.0,,,,,,,left_only
David Romero Ellner,Hondura,799220342.0,,,,,,,left_only
Norma Haydee Calderón,Hondura,799300330.0,,,,,,,left_only
Olman Danery Maldonado,Hondura,799341541.0,,,,,,,left_only
Silvia Ayala,Hondura,800166969.0,,,,,,,left_only
Ricardo Álvarez Arias,Hondura,800643446.0,,,,,,,left_only
Efraín Bu Girón,Hondura,801194944.0,,,,,,,left_only
Walter Antonio Chávez,Hondura,801414837.0,,,,,,,left_only
Elvia Josefina Amador,Hondura,801499755.0,,,,,,,left_only
Marlon Tábora Muñoz,Hondura,802009929.0,,,,,,,left_only
Marco Aurelio Soto,Hondura,802955117.0,,,,,,,left_only
Arnoldo José Avilés García,Hondura,803808871.0,,,,,,,left_only
Coronado Chávez,Hondura,803835401.0,,,,,,,left_only
Florencio Xatruch,Hondura,803835755.0,,,,,,,left_only
Ramón Villeda Morales,Hondura,803836305.0,,,,,,,left_only
Roberto Suazo Córdova,Hondura,803836472.0,,,,,,,left_only
Rafael Leonardo Callejas Romero,Hondura,803836551.0,,,,,,,left_only
Vicente Mejía Colindres,Hondura,804127803.0,,,,,,,left_only
Miguel Paz Barahona,Hondura,804127877.0,,,,,,,left_only
Rafael López Gutiérrez,Hondura,804128734.0,,,,,,,left_only
Francisco Bertrand,Hondura,804129698.0,,,,,,,left_only
Miguel R. Dávila,Hondura,804130200.0,,,,,,,left_only
Manuel Bonilla,Hondura,804130440.0,,,,,,,left_only
Terencio Sierra,Hondura,804131272.0,,,,,,,left_only
Policarpo Bonilla,Hondura,804131604.0,,,,,,,left_only
Ponciano Leiva,Hondura,804131948.0,,,,,,,left_only
José María Medina,Hondura,804133123.0,,,,,,,left_only
José Santos Guardiola,Hondura,804133555.0,,,,,,,left_only
José Lino Matute,Hondura,804138803.0,,,,,,,left_only
José Santiago Bueso,Hondura,804139010.0,,,,,,,left_only
Francisco de Aguilar (politician),Hondura,804139208.0,,,,,,,left_only
José Francisco Montes,Hondura,804139258.0,,,,,,,left_only
Victoriano Castellanos,Hondura,804139730.0,,,,,,,left_only
Francisco Inestroza,Hondura,804139800.0,,,,,,,left_only
Francisco Cruz Castro,Hondura,804139868.0,,,,,,,left_only
Marcelino Mejía,Hondura,804140099.0,,,,,,,left_only
Crescencio Gómez,Hondura,804140159.0,,,,,,,left_only
Miguel Oquelí Bustillo,Hondura,804140314.0,,,,,,,left_only
Francisco Bueso,Hondura,804140447.0,,,,,,,left_only
Gabriela Nuñez,Hondura,804587565.0,,,,,,,left_only
Augusto Coello,Hondura,805055004.0,,,,,,,left_only
George Romeo Silvestri,Hondura,805248828.0,,,,,,,left_only
Salvador Nasralla,Hondura,805625721.0,,,,,,,left_only
Edmundo Orellana,Hondura,805984131.0,,,,,,,left_only
Rafael Pineda Ponce,Hondura,806178799.0,,,,,,,left_only
Selvin Laínez,Hondura,806796619.0,,,,,,,left_only
Ana Julia García,Hondura,806875293.0,,,,,,,left_only
Francisco Ferrera,Hondura,806948506.0,,,,,,,left_only
Juan Ángel Arias Boquín,Hondura,807445333.0,,,,,,,left_only
Francisco Zelaya y Ayes,Hondura,807445395.0,,,,,,,left_only
Vicente Flores,Incan,706771757.0,,,,,,,left_only
María Sumire,Incan,783850857.0,,,,,,,left_only
Túpac Amaru,Incan,801587917.0,,,,,,,left_only
Pachacuti,Incan,803601556.0,,,,,,,left_only
Túpac Katari,Incan,804527512.0,,,,,,,left_only
Hilaria Supa,Incan,805475200.0,,,,,,,left_only
Túpac Amaru II,Incan,806761543.0,,,,,,,left_only
Khozh-Ahmed Noukhayev,Chechen,707217873.0,,,,,,,left_only
Alibek Delimkhanov,Chechen,762868684.0,,,,,,,left_only
Beibulat Taimiev,Chechen,765616552.0,,,,,,,left_only
Isa Gendergenoevsky,Chechen,772274868.0,,,,,,,left_only
Ibragim Khultygov,Chechen,782430810.0,,,,,,,left_only
Movladi Udugov,Chechen,783907075.0,,,,,,,left_only
Doku Zavgayev,Chechen,784167327.0,,,,,,,left_only
Head of the Chechen Republic,Chechen,786231010.0,,,,,,,left_only
Mairbek Sheripov,Chechen,787163671.0,,,,,,,left_only
Alu Alkhanov,Chechen,789327678.0,,,,,,,left_only
Adam Delimkhanov,Chechen,789328171.0,,,,,,,left_only
Aslambek Aslakhanov,Chechen,789949907.0,,,,,,,left_only
Ruslan Khasbulatov,Chechen,791803238.0,,,,,,,left_only
Sergey Abramov (politician),Chechen,794171049.0,,,,,,,left_only
Malik Saidullaev,Chechen,794893770.0,,,,,,,left_only
Akhmed Zakayev,Chechen,797214106.0,,,,,,,left_only
Sheikh Mansur,Chechen,797258871.0,,,,,,,left_only
Ali Mitayev,Chechen,798580067.0,,,,,,,left_only
Turpal-Ali Atgeriyev,Chechen,801036587.0,,,,,,,left_only
Akhmad Kadyrov,Chechen,802665757.0,,,,,,,left_only
Dzhokhar Dudayev,Chechen,802950350.0,,,,,,,left_only
Ilyas Akhmadov,Chechen,803177211.0,,,,,,,left_only
Ruslan Gelayev,Chechen,803469952.0,,,,,,,left_only
President of Ichkeria,Chechen,804275742.0,,,,,,,left_only
Said-Khasanom Abumuslimov,Chechen,804276832.0,,,,,,,left_only
Vakha Arsanov,Chechen,804276940.0,,,,,,,left_only
Shamil Basayev,Chechen,804277603.0,,,,,,,left_only
Supyan Abdullayev,Chechen,804277842.0,,,,,,,left_only
Zelimkhan Yandarbiyev,Chechen,804279009.0,,,,,,,left_only
Aslan Maskhadov,Chechen,804279119.0,,,,,,,left_only
Abdul-Halim Sadulayev,Chechen,804279165.0,,,,,,,left_only
Dokka Umarov,Chechen,804279341.0,,,,,,,left_only
Tapa Tchermoeff,Chechen,804557776.0,,,,,,,left_only
Umar Dzhabrailov,Chechen,805794113.0,,,,,,,left_only
Ramzan Kadyrov,Chechen,805869321.0,,,,,,,left_only
Idris Gaibov,Chechen,807180397.0,,,,,,,left_only
Ruslan Alikhadzhiyev,Chechen,807354708.0,,,,,,,left_only
Ruslan Yamadayev,Chechen,807454176.0,,,,,,,left_only
Terry Le Main,Jersey,708727189.0,,,,,,,left_only
Paul Routier,Jersey,708727221.0,,,,,,,left_only
Mike Vibert,Jersey,708766654.0,,,,,,,left_only
Sean Power (Jersey),Jersey,710334019.0,,,,,,,left_only
Leonard Norman,Jersey,710503170.0,,,,,,,left_only
Ben Shenton,Jersey,717911161.0,,,,,,,left_only
Robert Le Masurier,Jersey,720430005.0,,,,,,,left_only
Kevin C. Lewis,Jersey,722988899.0,,,,,,,left_only
Rob Duhamel,Jersey,724891592.0,,,,,,,left_only
Patrick J. D. Ryan,Jersey,725737326.0,,,,,,,left_only
Philippe de Carteret II,Jersey,737014330.0,,,,,,,left_only
Connétable (Jersey and Guernsey),Jersey,740998059.0,,,,,,,left_only
Alan J. H. Maclean,Jersey,742413962.0,,,,,,,left_only
Michel Couriard,Jersey,745348113.0,,,,,,,left_only
Guy de Faye,Jersey,754330569.0,,,,,,,left_only
Vernon Tomes,Jersey,766480006.0,,,,,,,left_only
Philip Bailhache,Jersey,773230341.0,,,,,,,left_only
Jean Poingdestre,Jersey,773316732.0,,,,,,,left_only
Peter Hanning,Jersey,774568909.0,,,,,,,left_only
Dean of Jersey,Jersey,784051930.0,,,,,,,left_only
"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0,,,,,,,left_only
Terry Le Sueur,Jersey,784849252.0,,,,,,,left_only
Don Filleul,Jersey,786175308.0,,,,,,,left_only
Augustus Asplet Le Gros,Jersey,787012860.0,,,,,,,left_only
Philippe Langlois,Jersey,787046159.0,,,,,,,left_only
Sarah Craig Ferguson,Jersey,787955357.0,,,,,,,left_only
Wendy Kinnard,Jersey,787955613.0,,,,,,,left_only
Iris Le Feuvre,Jersey,787956265.0,,,,,,,left_only
Judy Martin (politician),Jersey,787956300.0,,,,,,,left_only
Kristina Moore,Jersey,787956364.0,,,,,,,left_only
Susan Pinel,Jersey,787956392.0,,,,,,,left_only
Shona Pitman,Jersey,787956492.0,,,,,,,left_only
Anne Pryke,Jersey,787956513.0,,,,,,,left_only
Corrie Stein,Jersey,787956597.0,,,,,,,left_only
Tracey Vallois,Jersey,787957954.0,,,,,,,left_only
"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0,,,,,,,left_only
"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0,,,,,,,left_only
"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0,,,,,,,left_only
Frank Walker (Jersey politician),Jersey,792567273.0,,,,,,,left_only
Carolyn Labey,Jersey,793221391.0,,,,,,,left_only
Cecil Stanley Harrison,Jersey,793405839.0,,,,,,,left_only
List of Bailiffs of Jersey,Jersey,795069319.0,,,,,,,left_only
John Le Couteur,Jersey,795676915.0,,,,,,,left_only
Jim Perchard,Jersey,796095584.0,,,,,,,left_only
Bryan Ian Le Marquand,Jersey,796170389.0,,,,,,,left_only
Andrew Green (Jersey politician),Jersey,797693636.0,,,,,,,left_only
Geraint Jennings,Jersey,797746493.0,,,,,,,left_only
Ian Gorst,Jersey,798244483.0,,,,,,,left_only
George Carteret,Jersey,799514955.0,,,,,,,left_only
Stuart Syvret,Jersey,800714278.0,,,,,,,left_only
Edward Trevor (Jersey),Jersey,801172575.0,,,,,,,left_only
Philip Ozouf Jr,Jersey,801284949.0,,,,,,,left_only
Peter Crill,Jersey,802532217.0,,,,,,,left_only
"John Carteret, 2nd Earl Granville",Jersey,802912550.0,,,,,,,left_only
Darius J. Pearce,Jersey,803416400.0,,,,,,,left_only
Alan Simon Crowcroft,Jersey,804372746.0,,,,,,,left_only
William Bailhache,Jersey,805135198.0,,,,,,,left_only
Michael Birt (barrister),Jersey,805136001.0,,,,,,,left_only
Frank Ereaut,Jersey,805136113.0,,,,,,,left_only
Robert Pipon Marett,Jersey,805136184.0,,,,,,,left_only
Freddie Cohen,Jersey,805499715.0,,,,,,,left_only
Mike Torode,Guernsey,710546915.0,,,,,,,left_only
Laurie Morgan,Guernsey,719122168.0,,,,,,,left_only
Peter Harwood,Guernsey,722295712.0,,,,,,,left_only
Martin Storey (politician),Guernsey,722806951.0,,,,,,,left_only
William Carey (Bailiff of Guernsey),Guernsey,725970969.0,,,,,,,left_only
David Jones (Guernsey politician),Guernsey,729428763.0,,,,,,,left_only
Lyndon Trott,Guernsey,742737553.0,,,,,,,left_only
Jonathan Le Tocq,Guernsey,742872067.0,,,,,,,left_only
Graham Dorey,Guernsey,742872751.0,,,,,,,left_only
De Vic Carey,Guernsey,748457839.0,,,,,,,left_only
Bailiff of Guernsey,Guernsey,762910285.0,,,,,,,left_only
Ambrose Sherwill,Guernsey,768625520.0,,,,,,,left_only
Geoffrey Rowland,Guernsey,784691815.0,,,,,,,left_only
List of Bailiffs of Guernsey,Guernsey,784770354.0,,,,,,,left_only
Diane Lewis (Guernsey legislator),Guernsey,787954113.0,,,,,,,left_only
Wendy Morgan (politician),Guernsey,787954138.0,,,,,,,left_only
Peter de Havilland,Guernsey,788446515.0,,,,,,,left_only
Gavin St Pier,Guernsey,789938377.0,,,,,,,left_only
Francis Weston,Guernsey,791169532.0,,,,,,,left_only
Richard Collas,Guernsey,792424069.0,,,,,,,left_only
Victor Carey,Guernsey,793355768.0,,,,,,,left_only
Daniel de Lisle Brock,Guernsey,798315235.0,,,,,,,left_only
Richard Weston (treasurer),Guernsey,802409654.0,,,,,,,left_only
Havilland de Sausmarez,Guernsey,804532628.0,,,,,,,left_only
Edmund Andros,Guernsey,805755298.0,,,,,,,left_only
Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0,,,,,,,left_only
Duvalle,Saint Vincent and the Grenadines,725462724.0,,,,,,,left_only
Charles Antrobus,Saint Vincent and the Grenadines,739296460.0,,,,,,,left_only
